Name,Address,Locality,Region,Activities,yaxis,xaxis,phone,website
MIKRODIAGNOSTIKI - CHATZIMPOUGIAS IOANNIS Dr - CHATZIMPOUGIAS DIMITRIS Dr;Plateia Eleftherias 7;Kozani;Kozani;--Check up--Gynecological--Immunological--Neurological examinations;21.78598618602033;40.30134173769484;tel:+302461029109;http://www.microdiagnostics.gr/
DIAGNOSTIKO KENTRO APEIKONISEON PAPAGIANNAKI;36 Sfakion Street;Chania;Chania;--Bone density measurement--Breast elastography--Panoramic X-ray--Thyroid elastography;24.02271502923959;35.5117031229563;tel:+302821059933;http://www.papagiannaki-radiology.gr/
VIOTYPOS;13 Pentelis Avenue;Chalandri;Attica;--Allergy test--Antibiogram--Antibody testing--Biochemical;23.802834811890563;38.02328180235678;tel:+302106894509;http://www.biotypos.gr/
DIMITRIADIS A.E.;8 Polyfimou Street;Komotini;Rodopi;--Bone density measurement--CT scans--Doppler--Magnetic resonance imaging;25.402347719082066;41.11614055513177;tel:+302531029609;http://xdimitriadis.gr/
TOSKAS DIMITRIOS - DIAGNOSI O.E.;Tagm. Georgouli 8;Giannitsa;Pella;--Blood tests--CT scans--Magnetic resonance imaging--Mammographies;22.412061663438777;40.79165043985165;tel:+302382022855;http://www.toskas.com.gr/
MAGNITIKI AXONIKI TOMOGRAFIA - KENTRO MASTOU ISTHMOU;;Isthmia;Corinthia;--Allergy test--Amniocentesis and karyotype--Biochemical--Blood tests;;;tel:+302741071234;https://www.matp.gr/
POLYIATREIO IASI … ≈;16 Kalyvion Avenue & Panaitolikou Street;Lamia;Fthiotida;--Digital radiography--Mammographies;22.413648426071568;38.892975922823815;tel:+302231066555;http://iasilamia.gr/
AIMODIAGNOSI MED;197 Trikoupi Charilaou Street;Kifisia;Attica;--Antibiogram--Antibody testing--Blood tests--Breast ultrasound;23.803781034663896;38.08711173418963;tel:+302108075448;http://www.aimodiagnosimed.gr/
YGEIA IOANNINON IATRIKI IKE;1 Dragoumi Ionos Street;Ioannina;Ioannina;--Abdominal ultrasounds--Bone density measurement--Carotid triplex--CT scans;20.824884306411143;39.685170520340215;tel:+302651021000;https://www.ygeia-ioannina.gr/
YGEIA THESPROTIAS;41 Egnatia Street;Igoumenitsa;Thesprotia;--Abdominal ultrasounds--Carotid triplex--CT scans--Digital cephalometric radiography;20.260854683762613;39.48608166573401;tel:+302665021050;http://www.thesygeia.gr/
IPPOKRATIS KOZANIS AE;1 Filippou II Street;Kozani;Kozani;--Body composition--Bone density measurement--Coronavirus test (Molecular)--Digital 3D mammography;21.793796293200824;40.30177025087115;tel:+302461054400;http://www.ippokratiskoz.gr/
IATRIKI PISTI A.E.;72 Kritis Street;Nea Ionia;Attica;--Abdominal ultrasounds--Allergy test--Angiography (OCT)--Antibiogram;23.750967634280208;38.04142527395114;tel:+302102717066;http://www.iatrikipisti.gr/
IATRIKI DIAGNOSI TOMOGRAFIA;117 Venizelou Eleftheriou Street & Raftoudi Vasileiou Street;Serres;Serres;--Allergy test--Angiography (OCT)--Antibiogram--Antibody testing;23.538450703689936;41.08710684043287;tel:+302321083030;https://www.facebook.com/idtomografia
YGEIA LAMIAS IKE;24 Anthilis Street;Lamia;Fthiotida;--Ultrasound thyroid;22.442875398328653;38.89517155503333;tel:+302231066303;
IATRIKO DIAGNOSTIKO KENTRO;52 Fylis Avenue;Kamatero;Attica;--Abdominal ultrasounds--Allergy test--Antibiogram--Antibody testing;23.713961746704364;38.059627937363864;tel:+302111825779;https://iatrikodiagnostikokentro.gr/
IDIOTIKA POLYIATREIA ELPIS;119 Kartali Konstantinou Street & 12 Gallias Street;Volos;Magnesia;--Blood tests--Cardiac examination--Check up--Gastroenterology;22.948500123176082;39.362614198768334;tel:+302421036090;
KARAPANAGOS GEORGIOS;4 Mitropoleos Street;Chalkida;Evia;--;23.59605280752455;38.46383044592739;tel:+302221023440;http://www.karapanagos.gr/
MAGNITIKI TOMOGRAFIA XANTHIS AE;12 Agion Apostolon Street;Xanthi;Xanthi;--Magnetic resonance imaging;24.88835652368886;41.1355732271871;tel:+302541084224;http://www.magnitikixanthis.gr/
SAKARELLOS DIAGNOSTIKA KENTRA;36 Elaion Street;Kifisia;Attica;--Biochemical--Blood tests--Carotid triplex--Check up;23.796778920749233;38.09140790761766;tel:+302108002100;http://www.sakarellos.gr/
VIODIAGNOSI A.E.;15 Zafeiropoulou Panou Street;Corfu;Corfu;--Biochemical--Check up--Cultivation--Cystic Fibrosis Examinations;19.919139121683376;39.62021193308506;tel:+302661039043;http://www.biodiagnosi-corfu.gr/
IASIS;2 Mpizaniou Street;Kalamata;Messinia;--Bone density measurement--Digital 3D mammography--Elastographs--Magnetic resonance imaging;22.109540221269928;37.04066962536483;tel:+302721091010;https://iasisrad.gr/
SAKARELLOS DIAGNOSTIKA KENTRA;2 Lampraki Grigoriou Avenue & 2 Thiseos Avenue;Drosia;Attica;--Abdominal ultrasounds--Antibiogram--Biochemical--Blood tests;23.858247094903348;38.12051897081512;tel:+302108131111;http://www.sakarellos.gr/
MYKONIAN HYGEIA POLYCLINIC;;Mykonos;Cyclades;--Orthopedic, General Practitioner--Triplex, Ophthalmology, Gynecology--Cardiologist, CT Scan--Microbiological, Radiologist--Blood tests--Gynecological--Urine tests--X-Rays;;;tel:+302289024211;http://www.mykonos-health.com/
SAKARELLOS DIAGNOSTIKA KENTRA;70 Marathonos Avenue;Anixi (or Paleo Bogiati);Attica;--Allergy test--Antibody testing--Biochemical--Blood tests;23.858711641273153;38.13402048376326;tel:+302108004888;http://www.sakarellos.gr/
PROLIPSIS;1 Sevasteias Street & 88A Michalakopoulou Andrea Street;Athens;Attica;--Microbiological, Pap test--Nuclear Medicine, Ultrasound in Kids--Elastography, Cardiology, Triplex--Breast Exam, Digital Mammography--Blood tests--Mammographies--Scintigraphy--Triplex;23.756582360470006;37.98050136452086;tel:+302107483110;http://www.prolipsismed.gr/
VITAE;94 Galatsiou Avenue;Galatsi;Attica;--Coronavirus test (Molecular)--Cultivation--Measurement of vitamins--Prenatal control;23.74975062948088;38.013924661623605;tel:+302102222231;http://vitae.gr/
MAGNITIKI AXONIKI TOMOGRAFIA - KENTRO MASTOU ISTHMOU;;Isthmia;Corinthia;--Allergy test--Amniocentesis and karyotype--Biochemical--Blood tests;;;tel:+302741071234;https://www.matp.gr/
DIAGNOSTIKA ERGASTIRIA PARAFESTA;61 Aerodromiou Street;Larissa;Larissa;--Blood tests--Magnetic resonance imaging--Scintigraphy--X-Rays;22.429827257664126;39.64694330878661;tel:+302410537411;https://www.parafestas.gr/
AKTINODIAGNOSTIKO ERGASTIRIO ALEXANDROUPOLIS;9 Anthemiou Street & Aftokrateiras Theodoras Street;Alexandroupoli;Evros;--EOPYY, MRI Scanner, CT Scanner--Bone Density Test, Ultrasounds--Mammography, Angiography, Radiography--Vascular Triplex, Dental Panoramic--CT scanner--Digital mammogram--MRI scanner--Breast ultrasound;25.873770846883918;40.85259611355375;tel:+302551031110;http://www.aktinodiagnostikoergastirio.gr/
BIOANALYSIS - MANTAS S. GEORGIOS;9 Asklipiou Street;Nafplion;Argolida;--Biochemical analyzer--Hematology analyzer--Antibody testing--Biochemical;22.80874478458355;37.567166047148284;tel:+302752024768;http://www.e-bioanalysis.gr/
AIMODIAGNOSI MED - PALOGIANNIDIS CHARALAMPOS Dr.;43 Kyprou Street;Corinth;Corinthia;--Biochemical--Blood tests--Coronavirus test (Molecular)--Hormonal;22.933551448814264;37.938552928458;tel:+302741023500;
KARYO;51 Ermou Street;Thessaloniki;Thessaloniki;--Molecular Biology and Genetics--Genetic Predisposition to Cancer--Noninvasive Prenatal Testing (NIPT)--Karyotype, Cytogenetics--Antibody testing--Biochemical--Blood tests--Check up;22.943360821406788;40.634696662714056;tel:+302310235233;http://www.karyo.gr/
KOURIOTIS A. EMMANOUIL;1 Kapodistriou Street;Argos;Argolida;--;22.72641723128599;37.63420070859791;tel:+302751021009;http://www.facebook.com/%CE%9C%CE%B9%CE%BA%CF%81%CE%BF%CE%B2%CE%B9%CE%BF%CE%BB%CE%BF%CE%B3%CE%B9%CE%BA%CF%8C-%CE%95%CF%81%CE%B3%CE%B1%CF%83%CF%84%CE%AE%CF%81%CE%B9%CE%BF-%CE%9A%CE%BF%CF%85%CF%81%CE%B9%CF%8E%CF%84%CE%B7%CF%82-%CE%95%CE%BC%CE%BC%CE%B1%CE%BD%CE%BF%CF%85%CE%AE%CE%BB-812209332135169
YGEIA PAIDIAGNOSTICS - HOURSALAS ATHANASIOS;25 Periandrou Street;Corinth;Corinthia;--Abdominal ultrasounds--Cardiac examination--Check up--Stress test;22.93082316829365;37.939925115995784;tel:+302741074064;https://www.ygeia-paidiagnostics.gr/
FAROS MEDICAL LAB;1 Vasileiou Dimitri Street;Neo Psychiko;Attica;--Blood tests--Triplex;23.77698926051356;38.00247910404581;tel:+302106775360;http://www.farosmedical.gr/
BIODIAGNOSIS SITHONIA;;Nikiti (or Nikitas);Halkidiki;--Microbiological, Biochemical, Immunolo--Complete x-ray examinations--All ultrasound examinations--High resolution digital mammography--Blood tests--Microbiological--Osteoporosis control--X-Rays;;;tel:+302375022223;https://biodiagnosi-sithonia.gr/
DIAGNOSI AGIAS TRIADAS;Paraplevros Perifereiakou Iatreiou;Agia Triada;Argolida;--Allergy test--Check up--Gastroenterology--Gynecological;22.80524210301782;37.63753090184264;tel:+302752096050;
FOTOPOULOU ANASTASIA;25 Diamantidi Dimitriou Street;Korydallos;Attica;--Mammographies;23.64806091369727;37.97691001601598;tel:+302104950570;
IATREIO YPERICHON - CHRISTOFORIDOU AGAPI;29 Evangelismou Theotokou Street;Evosmos;Thessaloniki;--Ultrasounds;22.91099789128419;40.66804265097703;tel:+302314034398;http://www.yperixos-christoforidou.gr/
AKTINODIAGNOSTIKO KENTRO - LEVANTIS GEORGIOS;33 Metaxa Ioanni Street;Peania;Attica;--;23.85645283350321;37.95864712676773;tel:+302182189915;https://pmi-medical.gr/
LIFE CODE;6 Karystou Street;Athens;Attica;--Biochemical--Blood tests--Check up--Prenatal control;23.76254475544562;37.992428549016395;tel:+302106917172;http://www.life-code.gr/
LUMEDICA;32 Varnali Kosta Street;Egaleo;Attica;--Antibody testing--Coronavirus test (Molecular)--Hormonal--Immunological;23.67266375103587;37.987778439396614;tel:+302103004000;
EVRODIAGNOSI;1 Adrianoupoleos Street;Kalamaria;Thessaloniki;--Biochemical--Blood tests--Bone density measurement--CT scans;22.95454503109729;40.589332296457286;tel:+302310424500;
ATSALI - STOUGIANNOU VIKY;Leoforos Tsaldari Panagi 52 & Piliou;Peristeri;Attica;--;23.69253179567416;38.0159700786658;tel:+302105766227;http://www.pedoaktinologos.gr/
MIKROANALYSI IATRIKI ATHINON AE;104 Panagouli Alekou Street;Agia Paraskevi;Attica;--Allergy test--Antibody testing--Biochemical--Blood tests;23.842570340462633;38.01480657522667;tel:+302106006900;https://microanalysi.gr/
MIKROLAB;15A Kolokotroni Theodorou Street;Chalandri;Attica;--Biochemical--Blood tests--Coronavirus test (Molecular)--Cultivation;23.798290201276252;38.0227874029842;tel:+302106855799;
IATRIKO DIAGNOSTIKO KENTRO YGEIA;5 Kentrikis Street;Veroia;Imathia;--Bone density measurement--CT scans--Magnetic resonance imaging;22.200227898207086;40.52094749680264;tel:+302331072727;http://www.ygeiaveria.gr/
MAGNITIKI AXONIKI TOMOGRAFIA - KENTRO MASTOU ISTHMOU;;Isthmia;Corinthia;--Allergy test--Amniocentesis and karyotype--Biochemical--Blood tests;;;tel:+302741071234;https://www.matp.gr/
IATROSIMO EPE;86 Agiou Meletiou Street;Athens;Attica;--Blood tests--Bone density measurement--Gynecological--Mammographies;23.730057272772807;38.000596208906664;tel:+302108660222;https://iatrosimo.gr/
MEDITEST SYGCHRONA IDIOTIKA DIAGNOSTIKA ERGASTIRIA;26 Ethnikis Antistaseos Avenue;Kaisariani;Attica;--Allergy test--Antibody testing--Biochemical--Blood tests;23.75527721313325;37.96890809995429;tel:+302107010071;https://www.meditest.gr/
MEDI TEST DIAGNOSTIKA ERGASTIRIA VRILISSION;32 Kyprou Street;Vrilissia;Attica;--Blood tests--Check up--Gynecological--Triplex;;;tel:+302108080093;http://www.meditest.gr/
MEDITEST DIAGNOSTIKA ERGASTIRIA KAMATEROU;14 Kamaterou Avenue;Kamatero;Attica;--Antibody testing--Biochemical--Blood tests--Check up;23.712104366089147;38.05655005942206;tel:+302130116431;https://www.meditest.gr/
FLOW DIAGNOSIS;126 Ymittou Street;Athens;Attica;--Blood tests;23.747328682018516;37.96611532872144;tel:+302107515502;http://www.diagnostikokentro.gr/
